Full Name,File,Path,Fi,a,b,c,d,e,Group,Class
JBR04325_L0_7.png,JBR04325,D:\Kallik\output_png,,32587,6/21/17 19:17,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04320_L0_7.png,JBR04320,D:\Kallik\output_png,,32587,6/21/17 19:07,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04317_L0_7.png,JBR04317,D:\Kallik\output_png,,32587,6/21/17 18:58,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04319_L0_7.png,JBR04319,D:\Kallik\output_png,,32568,6/21/17 19:03,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04326_L0_7.png,JBR04326,D:\Kallik\output_png,,32587,6/21/17 19:22,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04388_L0_8.png,JBR04388,D:\Kallik\output_png,,32587,6/21/17 20:12,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04389_L0_8.png,JBR04389,D:\Kallik\output_png,,32587,6/21/17 20:21,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04386_L0_7.png,JBR04386,D:\Kallik\output_png,,32587,6/21/17 19:43,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04327_L0_8.png,JBR04327,D:\Kallik\output_png,,32587,6/21/17 19:28,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04385_L0_7.png,JBR04385,D:\Kallik\output_png,,32587,6/21/17 19:39,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR02004_L0_16.png,JBR02004,D:\Kallik\output_png,,32587,6/21/17 14:43,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR03707_L0_16.png,JBR03707,D:\Kallik\output_png,,32587,6/21/17 15:00,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR01995_L0_0.png,JBR01995,D:\Kallik\output_png,,32587,6/21/17 14:38,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR01853_L0_0.png,JBR01853,D:\Kallik\output_png,,32587,6/21/17 14:30,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR01974_L0_0.png,JBR01974,D:\Kallik\output_png,,32587,6/21/17 14:34,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR03794_L0_1.png,JBR03794,D:\Kallik\output_png,,32568,6/21/17 15:36,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR03918_L0_6.png,JBR03918,D:\Kallik\output_png,,32587,6/21/17 16:23,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR03921_L0_0.png,JBR03921,D:\Kallik\output_png,,32587,6/21/17 17:55,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR03797_L0_10.png,JBR03797,D:\Kallik\output_png,,32587,6/21/17 16:13,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR03795_L0_10.png,JBR03795,D:\Kallik\output_png,,32568,6/21/17 15:51,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR03796_L0_10.png,JBR03796,D:\Kallik\output_png,,32587,6/21/17 16:04,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04395_L0_8.png,JBR04395,D:\Kallik\output_png,,32587,6/21/17 20:32,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04666_L0_13.png,JBR04666,D:\Kallik\output_png,,35991,6/22/17 0:00,12:00:00 AM,"{Width=552, Height=524}","{Width=96, Height=96}",A1,
JBR04680_L0_23.png,JBR04680,D:\Kallik\output_png,,32568,6/22/17 0:31,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04665_L0_2_2.png,JBR04665,D:\Kallik\output_png,,35990,6/21/17 23:33,12:00:00 AM,"{Width=552, Height=524}","{Width=96, Height=96}",A1,
JBR04661_L0_0_2.png,JBR04661,D:\Kallik\output_png,,35908,6/21/17 23:16,12:00:00 AM,"{Width=552, Height=524}","{Width=96, Height=96}",A1,
JBR04664_L0_0_2.png,JBR04664,D:\Kallik\output_png,,35986,6/21/17 23:25,12:00:00 AM,"{Width=552, Height=524}","{Width=96, Height=96}",A1,
JBR04681_L0_24.png,JBR04681,D:\Kallik\output_png,,32568,6/22/17 0:42,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04691_L0_0.png,JBR04691,D:\Kallik\output_png,,32587,6/22/17 1:40,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04755_L0_18.png,JBR04755,D:\Kallik\output_png,,32587,6/22/17 1:49,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04690_L0_0.png,JBR04690,D:\Kallik\output_png,,32587,6/22/17 1:33,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04682_L0_25.png,JBR04682,D:\Kallik\output_png,,32587,6/22/17 0:53,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04683_L0_42.png,JBR04683,D:\Kallik\output_png,,32095,6/22/17 1:16,12:00:00 AM,"{Width=552, Height=466}","{Width=96, Height=96}",A1,
JBR04530_L0_1.png,JBR04530,D:\Kallik\output_png,,32568,6/21/17 22:17,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04539_L0_7.png,JBR04539,D:\Kallik\output_png,,32586,6/21/17 22:30,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04514_L0_7.png,JBR04514,D:\Kallik\output_png,,32568,6/21/17 22:01,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04477_L0_26.png,JBR04477,D:\Kallik\output_png,,32587,6/21/17 20:42,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04484_L0_12.png,JBR04484,D:\Kallik\output_png,,32587,6/21/17 20:52,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04540_L0_7.png,JBR04540,D:\Kallik\output_png,,32587,6/21/17 22:37,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04659_L0_0_2.png,JBR04659,D:\Kallik\output_png,,35910,6/21/17 23:00,12:00:00 AM,"{Width=552, Height=524}","{Width=96, Height=96}",A1,
JBR04660_L0_0_2.png,JBR04660,D:\Kallik\output_png,,35908,6/21/17 23:08,12:00:00 AM,"{Width=552, Height=524}","{Width=96, Height=96}",A1,
JBR04566_L0_12.png,JBR04566,D:\Kallik\output_png,,32587,6/21/17 22:54,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04561_L0_5.png,JBR04561,D:\Kallik\output_png,,32587,6/21/17 22:43,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04562_L0_12.png,JBR04562,D:\Kallik\output_png,,32587,6/21/17 22:49,12:00:00 AM,"{Width=552, Height=470}","{Width=96, Height=96}",A1,
JBR04659_L0_4.png,JBR04659,D:\Kallik\output_png,,8170,6/21/17 23:00,12:00:00 AM,"{Width=258, Height=714}","{Width=96, Height=96}",A2,
JBR04660_L0_4.png,JBR04660,D:\Kallik\output_png,,8127,6/21/17 23:08,12:00:00 AM,"{Width=258, Height=714}","{Width=96, Height=96}",A2,
JBR04661_L0_4.png,JBR04661,D:\Kallik\output_png,,8170,6/21/17 23:17,12:00:00 AM,"{Width=258, Height=714}","{Width=96, Height=96}",A2,
JBR02004_L0_0.png,JBR02004,D:\Kallik\output_png,,6937,6/21/17 14:42,12:00:00 AM,"{Width=236, Height=714}","{Width=96, Height=96}",A2,
JBR01853_L0_1.png,JBR01853,D:\Kallik\output_png,,7321,6/21/17 14:30,12:00:00 AM,"{Width=252, Height=714}","{Width=96, Height=96}",A2,
JBR01974_L0_1.png,JBR01974,D:\Kallik\output_png,,6250,6/21/17 14:34,12:00:00 AM,"{Width=252, Height=714}","{Width=96, Height=96}",A2,
JBR01995_L0_1.png,JBR01995,D:\Kallik\output_png,,6930,6/21/17 14:39,12:00:00 AM,"{Width=236, Height=714}","{Width=96, Height=96}",A2,
JBR02004_L0_10.png,JBR02004,D:\Kallik\output_png,,217,6/21/17 14:42,12:00:00 AM,"{Width=552, Height=10}","{Width=96, Height=96}",A3,
JBR06147_L0_8_1.png,JBR06147,D:\Kallik\output_png,,201,6/22/17 4:40,12:00:00 AM,"{Width=552, Height=10}","{Width=96, Height=96}",A3,
JBR01853_L0_11.png,JBR01853,D:\Kallik\output_png,,217,6/21/17 14:31,12:00:00 AM,"{Width=552, Height=10}","{Width=96, Height=96}",A3,
JBR01995_L0_11.png,JBR01995,D:\Kallik\output_png,,217,6/21/17 14:39,12:00:00 AM,"{Width=552, Height=10}","{Width=96, Height=96}",A3,
JBR06149_L0_9.png,JBR06149,D:\Kallik\output_png,,2902,6/22/17 4:49,12:00:00 AM,"{Width=624, Height=714}","{Width=96, Height=96}",A4,
JBR06143_L0_9.png,JBR06143,D:\Kallik\output_png,,2689,6/22/17 4:24,12:00:00 AM,"{Width=546, Height=714}","{Width=96, Height=96}",A4,
JBR06855_L0_1.png,JBR06855,D:\Kallik\output_png,,2597,6/22/17 9:04,12:00:00 AM,"{Width=520, Height=714}","{Width=96, Height=96}",A4,
JBR06855_L0_2.png,JBR06855,D:\Kallik\output_png,,2457,6/22/17 9:04,12:00:00 AM,"{Width=498, Height=714}","{Width=96, Height=96}",A4,
JBR06855_L0_1_0.png,JBR06855,D:\Kallik\output_png,,2597,6/22/17 9:04,12:00:00 AM,"{Width=520, Height=714}","{Width=96, Height=96}",A4,
JBR04682_L0_4.png,JBR04682,D:\Kallik\output_png,,2051,6/22/17 0:50,12:00:00 AM,"{Width=356, Height=714}","{Width=96, Height=96}",A4,
JBR04681_L0_4_0.png,JBR04681,D:\Kallik\output_png,,3034,6/22/17 0:40,12:00:00 AM,"{Width=670, Height=714}","{Width=96, Height=96}",A4,
JBR04682_L0_4_0.png,JBR04682,D:\Kallik\output_png,,2051,6/22/17 0:50,12:00:00 AM,"{Width=356, Height=714}","{Width=96, Height=96}",A4,
JBR06141_L0_7.png,JBR06141,D:\Kallik\output_png,,2918,6/22/17 4:15,12:00:00 AM,"{Width=628, Height=714}","{Width=96, Height=96}",A4,
JBR04683_L0_34.png,JBR04683,D:\Kallik\output_png,,1679,6/22/17 1:15,12:00:00 AM,"{Width=244, Height=714}","{Width=96, Height=96}",A4,
JBR06855_L0_2_0.png,JBR06855,D:\Kallik\output_png,,2457,6/22/17 9:04,12:00:00 AM,"{Width=498, Height=714}","{Width=96, Height=96}",A4,
JBR07344_L0_2.png,JBR07344,D:\Kallik\output_png,,2816,6/22/17 16:45,12:00:00 AM,"{Width=592, Height=714}","{Width=96, Height=96}",A4,
JBR07343_L0_2_0.png,JBR07343,D:\Kallik\output_png,,2762,6/22/17 16:38,12:00:00 AM,"{Width=576, Height=714}","{Width=96, Height=96}",A4,
JBR07344_L0_2_0.png,JBR07344,D:\Kallik\output_png,,2816,6/22/17 16:46,12:00:00 AM,"{Width=592, Height=714}","{Width=96, Height=96}",A4,
JBR07346_L0_1_0.png,JBR07346,D:\Kallik\output_png,,2859,6/22/17 16:53,12:00:00 AM,"{Width=606, Height=714}","{Width=96, Height=96}",A4,
JBR07346_L0_1.png,JBR07346,D:\Kallik\output_png,,2859,6/22/17 16:53,12:00:00 AM,"{Width=606, Height=714}","{Width=96, Height=96}",A4,
JBR06857_L0_2_0.png,JBR06857,D:\Kallik\output_png,,2350,6/22/17 9:59,12:00:00 AM,"{Width=464, Height=714}","{Width=96, Height=96}",A4,
JBR06857_L0_2.png,JBR06857,D:\Kallik\output_png,,2350,6/22/17 9:59,12:00:00 AM,"{Width=464, Height=714}","{Width=96, Height=96}",A4,
JBR06857_L0_3.png,JBR06857,D:\Kallik\output_png,,2352,6/22/17 9:59,12:00:00 AM,"{Width=460, Height=714}","{Width=96, Height=96}",A4,
JBR07343_L0_2.png,JBR07343,D:\Kallik\output_png,,2762,6/22/17 16:38,12:00:00 AM,"{Width=576, Height=714}","{Width=96, Height=96}",A4,
JBR06857_L0_3_0.png,JBR06857,D:\Kallik\output_png,,2352,6/22/17 9:59,12:00:00 AM,"{Width=460, Height=714}","{Width=96, Height=96}",A4,
JBR04681_L0_4.png,JBR04681,D:\Kallik\output_png,,3034,6/22/17 0:40,12:00:00 AM,"{Width=670, Height=714}","{Width=96, Height=96}",A4,
JBR03796_L0_3.png,JBR03796,D:\Kallik\output_png,,1878,6/21/17 16:03,12:00:00 AM,"{Width=292, Height=714}","{Width=96, Height=96}",A4,
JBR02004_L0_12.png,JBR02004,D:\Kallik\output_png,,1122,6/21/17 14:42,12:00:00 AM,"{Width=552, Height=264}","{Width=96, Height=96}",A4,
JBR03796_L0_8.png,JBR03796,D:\Kallik\output_png,,1822,6/21/17 16:03,12:00:00 AM,"{Width=264, Height=714}","{Width=96, Height=96}",A4,
JBR03797_L0_8.png,JBR03797,D:\Kallik\output_png,,1878,6/21/17 16:13,12:00:00 AM,"{Width=292, Height=714}","{Width=96, Height=96}",A4,
JBR03797_L0_7.png,JBR03797,D:\Kallik\output_png,,1822,6/21/17 16:13,12:00:00 AM,"{Width=264, Height=714}","{Width=96, Height=96}",A4,
JBR01853_L0_13.png,JBR01853,D:\Kallik\output_png,,1119,6/21/17 14:31,12:00:00 AM,"{Width=552, Height=264}","{Width=96, Height=96}",A4,
JBR01853_L0_12.png,JBR01853,D:\Kallik\output_png,,1175,6/21/17 14:31,12:00:00 AM,"{Width=552, Height=282}","{Width=96, Height=96}",A4,
JBR01995_L0_12.png,JBR01995,D:\Kallik\output_png,,1178,6/21/17 14:39,12:00:00 AM,"{Width=552, Height=282}","{Width=96, Height=96}",A4,
JBR02004_L0_11.png,JBR02004,D:\Kallik\output_png,,1175,6/21/17 14:42,12:00:00 AM,"{Width=552, Height=282}","{Width=96, Height=96}",A4,
JBR01995_L0_13.png,JBR01995,D:\Kallik\output_png,,1119,6/21/17 14:39,12:00:00 AM,"{Width=552, Height=264}","{Width=96, Height=96}",A4,
JBR04321_L0_0_1.png,JBR04321,D:\Kallik\output_png,,1212,6/21/17 19:11,12:00:00 AM,"{Width=552, Height=298}","{Width=96, Height=96}",A4,
JBR04561_L0_1_0.png,JBR04561,D:\Kallik\output_png,,1794,6/21/17 22:42,12:00:00 AM,"{Width=552, Height=458}","{Width=96, Height=96}",A4,
JBR04561_L0_1.png,JBR04561,D:\Kallik\output_png,,1792,6/21/17 22:42,12:00:00 AM,"{Width=552, Height=458}","{Width=96, Height=96}",A4,
JBR04566_L0_0_1.png,JBR04566,D:\Kallik\output_png,,1479,6/21/17 22:53,12:00:00 AM,"{Width=552, Height=366}","{Width=96, Height=96}",A4,
JBR04681_L0_1_1.png,JBR04681,D:\Kallik\output_png,,1399,6/22/17 0:39,12:00:00 AM,"{Width=552, Height=352}","{Width=96, Height=96}",A4,
JBR04680_L0_1_1.png,JBR04680,D:\Kallik\output_png,,1400,6/22/17 0:28,12:00:00 AM,"{Width=552, Height=352}","{Width=96, Height=96}",A4,
JBR04386_L0_1.png,JBR04386,D:\Kallik\output_png,,1351,6/21/17 19:43,12:00:00 AM,"{Width=552, Height=332}","{Width=96, Height=96}",A4,
JBR04325_L0_0_1.png,JBR04325,D:\Kallik\output_png,,1212,6/21/17 19:16,12:00:00 AM,"{Width=552, Height=298}","{Width=96, Height=96}",A4,
JBR04386_L0_1_0.png,JBR04386,D:\Kallik\output_png,,1351,6/21/17 19:43,12:00:00 AM,"{Width=552, Height=332}","{Width=96, Height=96}",A4,
JBR04530_L0_18.png,JBR04530,D:\Kallik\output_png,,2303,6/21/17 22:18,12:00:00 AM,"{Width=440, Height=714}","{Width=96, Height=96}",A4,
JBR04388_L0_0_1.png,JBR04388,D:\Kallik\output_png,,1212,6/21/17 20:10,12:00:00 AM,"{Width=552, Height=298}","{Width=96, Height=96}",A4,
JBR04891_L2_12_1.png,JBR04891,D:\Kallik\output_png,,2086,6/22/17 2:36,12:00:00 AM,"{Width=552, Height=550}","{Width=96, Height=96}",A5,
JBR04756_L0_9_2.png,JBR04756,D:\Kallik\output_png,,156,6/22/17 2:11,12:00:00 AM,"{Width=2, Height=714}","{Width=96, Height=96}",A5,
JBR04896_L2_12_1.png,JBR04896,D:\Kallik\output_png,,2086,6/22/17 2:50,12:00:00 AM,"{Width=552, Height=550}","{Width=96, Height=96}",A5,
JBR04894_L2_14_1.png,JBR04894,D:\Kallik\output_png,,2086,6/22/17 2:43,12:00:00 AM,"{Width=552, Height=550}","{Width=96, Height=96}",A5,
JBR04755_L0_9_2.png,JBR04755,D:\Kallik\output_png,,156,6/22/17 1:49,12:00:00 AM,"{Width=2, Height=714}","{Width=96, Height=96}",A5,
JBR04755_L0_7_2.png,JBR04755,D:\Kallik\output_png,,156,6/22/17 1:48,12:00:00 AM,"{Width=2, Height=714}","{Width=96, Height=96}",A5,
JBR04756_L0_7_2.png,JBR04756,D:\Kallik\output_png,,156,6/22/17 2:11,12:00:00 AM,"{Width=2, Height=714}","{Width=96, Height=96}",A5,
JBR04756_L0_5_2.png,JBR04756,D:\Kallik\output_png,,264,6/22/17 2:11,12:00:00 AM,"{Width=4, Height=714}","{Width=96, Height=96}",A5,
JBR04897_L2_14_1.png,JBR04897,D:\Kallik\output_png,,2087,6/22/17 2:57,12:00:00 AM,"{Width=552, Height=550}","{Width=96, Height=96}",A5,
JBR06139_L0_8_2.png,JBR06139,D:\Kallik\output_png,,156,6/22/17 4:07,12:00:00 AM,"{Width=2, Height=714}","{Width=96, Height=96}",A5,
JBR04912_L2_13_1.png,JBR04912,D:\Kallik\output_png,,2087,6/22/17 3:32,12:00:00 AM,"{Width=552, Height=550}","{Width=96, Height=96}",A5,
JBR06141_L0_9_2.png,JBR06141,D:\Kallik\output_png,,156,6/22/17 4:15,12:00:00 AM,"{Width=2, Height=714}","{Width=96, Height=96}",A5,
JBR06141_L0_4_2.png,JBR06141,D:\Kallik\output_png,,156,6/22/17 4:15,12:00:00 AM,"{Width=2, Height=714}","{Width=96, Height=96}",A5,
JBR04908_L2_13_1.png,JBR04908,D:\Kallik\output_png,,2116,6/22/17 3:11,12:00:00 AM,"{Width=552, Height=550}","{Width=96, Height=96}",A5,
JBR04898_L2_13_1.png,JBR04898,D:\Kallik\output_png,,2087,6/22/17 3:04,12:00:00 AM,"{Width=552, Height=550}","{Width=96, Height=96}",A5,
JBR04911_L2_13_1.png,JBR04911,D:\Kallik\output_png,,2116,6/22/17 3:25,12:00:00 AM,"{Width=552, Height=550}","{Width=96, Height=96}",A5,
JBR04910_L2_13_1.png,JBR04910,D:\Kallik\output_png,,2116,6/22/17 3:18,12:00:00 AM,"{Width=552, Height=550}","{Width=96, Height=96}",A5,
JBR04755_L0_5_2.png,JBR04755,D:\Kallik\output_png,,264,6/22/17 1:48,12:00:00 AM,"{Width=4, Height=714}","{Width=96, Height=96}",A5,
JBR04681_L0_5_2.png,JBR04681,D:\Kallik\output_png,,179,6/22/17 0:40,12:00:00 AM,"{Width=2, Height=714}","{Width=96, Height=96}",A5,
JBR04681_L0_13_2.png,JBR04681,D:\Kallik\output_png,,156,6/22/17 0:41,12:00:00 AM,"{Width=2, Height=714}","{Width=96, Height=96}",A5,
JBR04681_L0_8_2.png,JBR04681,D:\Kallik\output_png,,165,6/22/17 0:41,12:00:00 AM,"{Width=2, Height=714}","{Width=96, Height=96}",A5,
JBR04681_L0_7_2.png,JBR04681,D:\Kallik\output_png,,169,6/22/17 0:40,12:00:00 AM,"{Width=2, Height=714}","{Width=96, Height=96}",A5,
